ID,Form_ID,Cognateset_ID,Alignment,Source
15434,15435,5641,- l ɔː - - - -,LexStat
15435,15436,3733,- ɛ s,LexStat
15436,15437,3931,- - k ɔ l a - n - - - -,LexStat
15437,15438,3929,- - l i h u - - -,LexStat
15438,15439,4669,h ɔ h - - ɔ,LexStat
15439,15440,3978,l a r e k,LexStat
15440,15441,6671,h a t u - -,LexStat
15441,15442,10331,w ɛː r -,LexStat
15442,15443,5987,t ɑ s i - - - - -,LexStat
15443,15444,2862,ʔ ɑ i l e ʔ i k,LexStat
15444,15445,2994,a d a m ɑ t a n,LexStat
15445,15446,5663,l ɑ l a i n aː k,LexStat
15446,15447,1035,- r ɔː - - - -,LexStat
15447,15448,5722,t ɑ l i -,LexStat
15448,15449,4346,l a ʔ e h ɑ n,LexStat
15449,15450,6629,ʔ ɑ i t u t u - k,LexStat
15450,15451,3927,h i ʔ u,LexStat
15451,15452,1342,l a ʔ ɛ t ɑ k,LexStat
15452,15453,2493,- - - w ɑ - i,LexStat
15453,15454,6364,w ɑ - i m a s u k,LexStat
15454,15455,2001,l a - r ɛ ʔ ɑ h u k,LexStat
15455,15456,2507,w ɑ i - ɑ h u k,LexStat
15456,15457,5921,s i d ɑ j i k,LexStat
15457,15458,3619,a d a,LexStat
15458,15459,5693,r uː t,LexStat
15459,15460,10061,- ɑ i j u n,LexStat
15460,15461,480,- ɑ i - - l i t ɑː k,LexStat
15461,15462,4040,- - - r ɔː - g,LexStat
15462,15463,5704,- - - r a p - u t - -,LexStat
15463,15464,2956,h u - ʔ aː - n,LexStat
15464,15465,5997,h i n i,LexStat
15465,15466,5485,- a r e k - - - -,LexStat
15466,15467,1484,ʔ e t u -,LexStat
15467,15468,5518,l a h ɔː s,LexStat
15468,15469,649,p ua - - - -,LexStat
15469,15470,656,m a l u s,LexStat
15470,15471,4155,w a ʔ u r,LexStat
15471,15472,1126,- m a m a m a l u s,LexStat
15472,15473,6821,ʔ u h i,LexStat
15473,15474,6886,k ei,LexStat
15474,15475,5832,- ɑ k a r,LexStat
15475,15476,1575,p ɑ t aː r,LexStat
15476,15477,4496,s u s u w - ɛː r,LexStat
15477,15478,5866,m a s i -,LexStat
15478,15479,2277,- - b o ʔ u r,LexStat
15479,15480,2650,s i s i - - -,LexStat
15480,15481,831,- - - - - l uː r i k,LexStat
15481,15482,744,r aː n,LexStat
15482,15483,3380,h ua - n,LexStat
15483,15484,4195,n ɑu n,LexStat
15484,15485,3268,t ɛː n ʔ a t uː n,LexStat
15485,15486,6664,b a - e r,LexStat
15486,15487,3362,h u h u,LexStat
15487,15488,3321,h u - - - h u r ɔː n,LexStat
15488,15489,2245,- m a t a - - -,LexStat
15489,15490,2023,t ɑ l i n a - - -,LexStat
15490,15491,4952,ʔ i n u n,LexStat
15491,15492,4686,j i p a r -,LexStat
15492,15493,4686,w i b a r -,LexStat
15493,15494,4162,j i p a - r - l i t a k,LexStat
15494,15495,6917,n e - aː n,LexStat
15495,15496,9999,n aː n - -,LexStat
15496,15497,9999,n a - - -,LexStat
15497,15498,4798,k - a k ɔ r ɔː k,LexStat
15498,15499,332,l i m a - - - - n,LexStat
15499,15500,3343,- - l i m a - - - - - - - -,LexStat
15500,15501,887,s u s u -,LexStat
15501,15502,4764,- - - u s - ɑ r - -,LexStat
15502,15503,4073,- w ei n,LexStat
15503,15504,4073,- w ei -,LexStat
15504,15505,2795,w ei n t ɑ n i n,LexStat
15505,15506,3890,w - - - - ei n t u r - -,LexStat
15506,15507,404,l ɛ s ɔ n,LexStat
15507,15508,6263,l i t ɑ k,LexStat
15508,15509,5247,n ɑ i n,LexStat
15509,15510,4735,n a - r ɑ n - -,LexStat
15510,15511,1174,- - w a n ɑ - - - n -,LexStat
15511,15512,4353,m ɑ n e - - k -,LexStat
15512,15513,10635,m a - h i n a k -,LexStat
15513,15514,3691,- - m a n ɛ n,LexStat
15514,15515,10572,m a h i n ɑ n,LexStat
15515,15516,4607,ʔ i n a k -,LexStat
15516,15517,2295,ʔ a m ɑ n - - -,LexStat
15517,15518,5074,k a - a k -,LexStat
15518,15519,5084,p ou k,LexStat
15519,15520,10864,w a l i n m a h i n a k,LexStat
15520,15521,10864,w a l i n m - - a n ɛ k,LexStat
15521,15522,6315,w a t o -,LexStat
15522,15523,18,ʔ ɑu,LexStat
15523,15524,36,ʔ ɔː -,LexStat
15524,15525,47,ʔ i t a - - - - -,LexStat
15525,15526,73,n iː - - - -,LexStat
15526,15527,1,ʔ a m - - i,LexStat
15527,15528,7,- ʔ i t a,LexStat
15528,15529,25,- ʔ e m i -,LexStat
15529,15530,58,s i - r a,LexStat
15530,15531,4940,l ɑ - e k,LexStat
15531,15532,226,n ɔ r ɔː - -,LexStat
15532,15533,559,t ɑ n t iː,LexStat
15533,15534,3741,k a l - - ɑu,LexStat
15534,15535,10621,ʔ ɔ r ɔː,LexStat
15535,15536,10420,s aː - - - - -,LexStat
15536,15537,10483,ʔ ɛ t a,LexStat
15537,15538,10431,- a - - l - - - i r a,LexStat
15538,15539,10431,w a - - l - - - i r a,LexStat
15539,15540,10500,t a n t i s aː,LexStat
15540,15541,3651,j i - l a,LexStat
15541,15542,3630,n u - - - - s aː,LexStat
15542,15543,7186,- n ia - -,LexStat
15543,15544,6991,ɛ n ɛ l ei,LexStat
15544,15545,362,h eː -,LexStat
15545,15546,3778,h eː -,LexStat
15546,15547,3440,- - h ɛ n ia - -,LexStat
15547,15548,7098,- - h ɛ l ei,LexStat
15548,15549,156,h ɛ h ou k,LexStat
15549,15550,626,h ɛ r a h a k,LexStat
15550,15551,4057,h ɛ k a h a r u k,LexStat
15551,15552,5588,h ɛ k a ɛ r,LexStat
15552,15553,128,m o ɑ k,LexStat
15553,15554,204,n o p u n o p u,LexStat
15554,15555,4385,w a ʔ iː k,LexStat
15555,15556,284,- a n i m ɑ l -,LexStat
15556,15557,1868,- - ɑ s u,LexStat
15557,15558,6848,j i ʔ a n,LexStat
15558,15559,2542,- i k ɑ - - - n -,LexStat
15559,15560,683,m a n u ɑ h u ʔ i n - -,LexStat
15560,15561,10606,- - r - - iː s,LexStat
15561,15562,1252,k a r a m ɑ s,LexStat
15562,15563,2327,- - - - h u l - - u k,LexStat
15563,15564,3556,s o r u n,LexStat
15564,15565,6401,s a m o r o -,LexStat
15565,15566,6403,s ɔ ʔ ɑ i,LexStat
15566,15567,2129,m a n u - t ɛ l ɔ r,LexStat
15567,15568,2078,k u l - - e,LexStat
15568,15569,2087,t a l i n a k ɛ t u k,LexStat
15569,15570,3371,- u t u -,LexStat
15570,15571,673,ɑ t - - u n,LexStat
15571,15572,6349,h ua - k,LexStat
15572,15573,5027,- m a t u ʔ a n - -,LexStat
15573,15574,4870,- - m u r i n,LexStat
15574,15575,5000,- - - - m a t u ʔ a n,LexStat
15575,15576,10828,l ɛ h ɛ n,LexStat
15576,15577,10809,- u l o s a n,LexStat
15577,15578,3571,- - - p a n ɑ s - -,LexStat
15578,15579,1385,l a m u r u k -,LexStat
15579,15580,3019,j ia n,LexStat
15580,15581,445,p a ʔ e k,LexStat
15581,15582,2970,n a p e n u,LexStat
15582,15583,4777,k a p e s i -,LexStat
15583,15584,2262,- a r ɔː k,LexStat
15584,15585,10370,p o ʔ ɔ n,LexStat
15585,15586,1962,m a r ɑ n - -,LexStat
15586,15587,7134,m i - - h i s,LexStat
15587,15588,7121,m ɑ h a r,LexStat
15588,15589,5790,k a - - p u - ɑ r,LexStat
15589,15590,1664,k ɑ m u d ɑ k,LexStat
15590,15591,1843,k a h o ʔ ɛ r -,LexStat
15591,15592,6075,h ɑ t i n,LexStat
15592,15593,791,t u r a n,LexStat
15593,15594,3407,r i h u n,LexStat
15594,15595,6698,ʔ u m ou n,LexStat
15595,15596,10519,m a l u - - ɑ r,LexStat
15596,15597,1584,l ɔː s,LexStat
15597,15598,5619,m a d ɑ s ɑ - - n,LexStat
15598,15599,5635,u b i n a k,LexStat
15599,15600,5741,k a r o e k,LexStat
15600,15601,2617,t u l ɑ k,LexStat
15601,15602,714,m - - ɛ t ɑ - - - - n,LexStat
15602,15603,10467,- - p u t i n -,LexStat
15603,15604,5420,m ɛ - r ɑ n - -,LexStat
15604,15605,3199,- m ɔ - - r ɔ n,LexStat
15605,15606,10784,k a m o d ɔː k,LexStat
15606,15607,5967,m a ʔ ɛː s,LexStat
15607,15608,8430,s ei,LexStat
15608,15609,9340,m e i,LexStat
15609,15610,9333,r e ʔ i,LexStat
15610,15611,9597,- a n o i n,LexStat
15611,15612,8630,- - t a d a,LexStat
15612,15613,9083,l o - i n,LexStat
15613,15614,9368,s u ʔ a r,LexStat
15614,15615,8709,p ua -,LexStat
15615,15616,9302,d u ʔ u r,LexStat
15616,15617,7342,- a r i u s,LexStat
15617,15618,7356,a r i u s ɑ n ɑ k - - -,LexStat
15618,15619,9267,k a t u r a,LexStat
15619,15620,9267,t ɑ k u r a,LexStat
15620,15621,9462,p a r i n -,LexStat
15621,15622,9820,l ɑu - - - - - -,LexStat
15622,15623,9554,n ɑ m u ʔ a,LexStat
15623,15624,8273,n a l ɔ n -,LexStat
15624,15625,8171,k a r e k,LexStat
15625,15626,8160,m ɑ n a h u -,LexStat
15626,15627,8091,- - - ʔ i n u -,LexStat
15627,15628,8141,aː,LexStat
15628,15629,7822,b ɑ d ɑ h ɑ n,LexStat
15629,15630,9837,h a s e - -,LexStat
15630,15631,9168,- s uʔu - - - - - - - - -,LexStat
15631,15632,8766,- m o r - - i -,LexStat
15632,15633,7479,- a d a d a iː s,LexStat
15633,15634,9923,s i r - b i s u,LexStat
15634,15635,8026,- m ɑ - t e - - -,LexStat
15635,15636,8323,n eː - -,LexStat
15636,15637,9900,s ɑ p - - u -,LexStat
15637,15638,7767,m aː - - - -,LexStat
15638,15639,8651,- m ɑ l i -,LexStat
15639,15640,7875,s ɛ r o -,LexStat
15640,15641,7979,d ɑ n s a,LexStat
15641,15642,9244,k ɑ n t a - -,LexStat
15642,15643,9488,d u d u - s,LexStat
15643,15644,7442,- - s ɑ p uː,LexStat
15644,15645,9371,b - - u - r - - i t -,LexStat
15645,15646,9746,n e o n a p eː,LexStat
15646,15647,9032,s ɔː,LexStat
15647,15648,9107,- k a - - r u - i -,LexStat
15648,15649,9530,n ɑ p u p u -,LexStat
15649,15650,8483,p a ʔ u,LexStat
15650,15651,8485,- t u - u -,LexStat
15651,15652,7405,- - - h o ʔ i,LexStat
15652,15653,7926,t e s i -,LexStat
15653,15654,9412,h ɔ t a,LexStat
15654,15655,9447,t u - h u k,LexStat
15655,15656,8226,ɑ k ɔ d i k,LexStat
15656,15657,9619,t ɛː - r,LexStat
15657,15658,8552,- - - s ɔ r ɔ,LexStat
15658,15659,8613,- e aː r,LexStat
15659,15660,8040,k e ʔ e,LexStat
15660,15661,8259,n a k ɑ r -,LexStat
15661,15662,8247,- - n a l e h ɛ r,LexStat
15662,15663,8539,k ui,LexStat
15663,15664,8546,t u ʔ a,LexStat
15664,15665,9655,- h u t u,LexStat
15665,15666,9645,- i s i,LexStat
15666,15667,8887,d i u k,LexStat
15667,15668,8952,a d a d a -,LexStat
15668,15669,8974,a d u d - - u,LexStat
15669,15670,9692,a h i l ɑ s,LexStat
15670,15671,9418,- k - u m u - -,LexStat
15671,15672,9211,t i r u,LexStat
15672,15673,7302,s u r a,LexStat
15673,15674,7842,w i s a,LexStat
15674,15675,5128,r ua,LexStat
15675,15676,10229,t e l - - u,LexStat
15676,15677,7232,ʔ aː t,LexStat
15677,15678,2879,l i m a,LexStat
15678,15679,2602,n eː n,LexStat
15679,15680,6238,h i t u,LexStat
15680,15681,6041,w a l u,LexStat
15681,15682,2148,s ia,LexStat
15682,15683,4911,s a n u l u,LexStat
15683,15684,4924,r ua n u l u,LexStat
15684,15685,4936,ʔ a t u s w i s a,LexStat
15685,15686,5131,ʔ a t u s w i s a -,LexStat
15686,15687,2907,- m a l u k,LexStat
15687,15688,1915,a h e - - l i -,LexStat
15688,15689,2689,h u n aː - n - - - -,LexStat
15689,15690,4228,m ɑ n a r u k,LexStat
15690,15691,6128,- - p a d a k -,LexStat
15691,15692,4749,k - u l ɔ t - -,LexStat
15692,15693,6312,n e n o,LexStat
15693,15694,6762,m a n a s,LexStat
15694,15695,4546,f u n a n - - - - - - - -,LexStat
15695,15696,6595,kf uː,LexStat
15696,15697,4894,- f ai -,LexStat
15697,15698,1689,n e n o,LexStat
15698,15699,10765,t oː - - n - -,LexStat
15699,15700,4580,k i k u,LexStat
15700,15701,4578,n m eu n f iː n,LexStat
15701,15702,10801,a f i n aː,LexStat
15702,15703,9994,n o k a ʔ,LexStat
15703,15704,1716,n m eu,LexStat
15704,15705,10205,k i m u ʔ,LexStat
15705,15706,1367,s n aː t e n s a e,LexStat
15706,15707,1374,uː n e n m u t i ʔ,LexStat
15707,15708,1375,n o p e,LexStat
15708,15709,10573,- a n i - - - n - -,LexStat
15709,15710,5327,- u r - - - a n,LexStat
15710,15711,5350,e n u s,LexStat
15711,15712,7244,ʔ r o t o s,LexStat
15712,15713,4141,r i m a t,LexStat
15713,15714,2060,t ai n o n u s,LexStat
15714,15715,2753,- - p u - - p u,LexStat
15715,15716,2764,n i p u ʔ,LexStat
15716,15717,5656,n o e,LexStat
15717,15718,3929,- - n e f o - - -,LexStat
15718,15719,4680,ˀt o ʔ e f,LexStat
15719,15720,3464,ˀt u - b - - u,LexStat
15720,15721,10286,k ua n,LexStat
15721,15722,3985,a f u,LexStat
15722,15723,100,p a h a ˀp i n a n,LexStat
15723,15724,3500,k o n a ʔ,LexStat
15724,15725,6671,f a t u - -,LexStat
15725,15726,1531,f a t u k r u r u f,LexStat
15726,15727,10335,o e,LexStat
15727,15728,5987,t a s i - - - - -,LexStat
15728,15729,10351,o k i n,LexStat
15729,15730,2736,ʔ f u r - - i ʔ -,LexStat
15730,15731,2861,n a s i,LexStat
15731,15732,2424,r e n e,LexStat
15732,15733,3833,p u r u,LexStat
15733,15734,5477,ai n ʔ o e k,LexStat
15734,15735,2991,p oʔo n -,LexStat
15735,15736,3003,r e n e,LexStat
15736,15737,2362,b a h a k,LexStat
15737,15738,5663,r a n a - n - -,LexStat
15738,15739,1040,k o f a ʔ,LexStat
15739,15740,5722,t a n i -,LexStat
15740,15741,4344,b e n a s,LexStat
15741,15742,389,f a n i,LexStat
15742,15743,6523,au n u,LexStat
15743,15744,984,n e p a t,LexStat
15744,15745,6636,n o n o ʔ,LexStat
15745,15746,6643,t e a s,LexStat
15746,15747,1837,ʔ s ua k,LexStat
15747,15748,848,k r au t,LexStat
15748,15749,345,k r au t,LexStat
15749,15750,3918,b e s i,LexStat
15750,15751,1443,s o ʔ i t,LexStat
15751,15752,4463,ˀn a h e k,LexStat
15752,15753,4843,a n e t,LexStat
15753,15754,1335,t ai - s,LexStat
15754,15755,1327,p a k - e - -,LexStat
15755,15756,2499,ai,LexStat
15756,15757,6364,m a - - - - s u ʔ,LexStat
15757,15758,2021,s k u k u ʔ,LexStat
15758,15759,2502,- au f - n ao - -,LexStat
15759,15760,4726,k r o f o ʔ,LexStat
15760,15761,1301,a f u ˀk e r e,LexStat
15761,15762,5922,s n a e n,LexStat
15762,15763,3122,h uː n,LexStat
15763,15764,3605,- u m e -,LexStat
15764,15765,10022,ui m f ua t,LexStat
15765,15766,10038,ui m r e ʔ u,LexStat
15766,15767,524,r o p o,LexStat
15767,15768,5382,h a r a k,LexStat
15768,15769,1913,e n o ʔ,LexStat
15769,15770,7002,t e f i s,LexStat
15770,15771,10060,h au -,LexStat
15771,15772,10714,h au,LexStat
15772,15773,491,ˀp o h o f,LexStat
15773,15774,4041,- - - - n oʔo - -,LexStat
15774,15775,859,s b a k e ʔ,LexStat
15775,15776,865,t a e f,LexStat
15776,15777,2530,h au m e t o ʔ,LexStat
15777,15778,5409,kp a ʔ u m,LexStat
15778,15779,5714,ˀb aʔa f,LexStat
15779,15780,2950,f ua - f - -,LexStat
15780,15781,5997,f i n i,LexStat
15781,15782,3031,f ua - r u t u -,LexStat
15782,15783,3031,f ua m n u t u ʔ,LexStat
15783,15784,3729,m n e a s,LexStat
15784,15785,5494,m n e a s,LexStat
15785,15786,1507,m a k a ʔ,LexStat
15786,15787,5525,m a k a ʔ,LexStat
15787,15788,8868,n r o e,LexStat
15788,15789,8855,n s e n a,LexStat
15789,15790,649,p ua - - - h,LexStat
15790,15791,656,m a n u s,LexStat
15791,15792,4157,ao,LexStat
15792,15793,1126,n m a m - - a - - -,LexStat
15793,15794,6815,r au k n o n o,LexStat
15794,15795,6830,r au k k a s e,LexStat
15795,15796,1064,r au k n e k e,LexStat
15796,15797,6878,m a e -,LexStat
15797,15798,6897,ˀn a r i ʔ,LexStat
15798,15799,4522,m aː k s ai n,LexStat
15799,15800,6749,t e f - - u,LexStat
15800,15801,1580,p e n a ʔ,LexStat
15801,15802,1480,p e n a ʔ,LexStat
15802,15803,1380,n o a h,LexStat
15803,15804,3306,t u n e,LexStat
15804,15805,4244,t ua ʔ,LexStat
15805,15806,6747,b o n e ʔ,LexStat
15806,15807,469,oː,LexStat
15807,15808,474,u k i,LexStat
15808,15809,4381,h eu m,LexStat
15809,15810,5203,k au t,LexStat
15810,15811,3851,t ai j o n i s,LexStat
15811,15812,3851,t ai j o n i f,LexStat
15812,15813,3851,t ai r o n i f,LexStat
15813,15814,885,n au n u ʔ,LexStat
15814,15815,543,k n aː ʔ,LexStat
15815,15816,3548,oi n o e f,LexStat
15816,15817,4496,s u s - - - u -,LexStat
15817,15818,5866,m a s i k,LexStat
15818,15819,2294,k m a m a f,LexStat
15819,15820,2650,s i s i - - -,LexStat
15820,15821,834,n ui f,LexStat
15821,15822,5470,n ui b n a p a f,LexStat
15822,15823,6778,p uː s,LexStat
15823,15824,6904,n uː,LexStat
15824,15825,747,n aː ʔ,LexStat
15825,15826,3378,b ua - - - f - -,LexStat
15826,15827,4177,- - - a t e f,LexStat
15827,15828,3867,a k i f,LexStat
15828,15829,3260,t ai - - - f,LexStat
15829,15830,3288,ˀp a ʔ i f,LexStat
15830,15831,2221,- - - - t ei - - - -,LexStat
15831,15832,4318,t e k a f - -,LexStat
15832,15833,6657,- t ai f - -,LexStat
15833,15834,3360,ˀn a k a f,LexStat
15834,15835,3333,ˀn aː k f u n u f,LexStat
15835,15836,825,f u n u f,LexStat
15836,15837,2245,- m a t a f - -,LexStat
15837,15838,2031,r u k i f,LexStat
15838,15839,4957,p a n a f,LexStat
15839,15840,4684,f e f a f - -,LexStat
15840,15841,1218,ʔ s u ʔ i f,LexStat
15841,15842,4170,r u r u f,LexStat
15842,15843,6928,n i s i f,LexStat
15843,15844,9998,m aː - - - f,LexStat
15844,15845,4809,n e o f,LexStat
15845,15846,6149,h a n u f,LexStat
15846,15847,803,ao f,LexStat
15847,15848,2816,i r a f,LexStat
15848,15849,4965,p a n a n k o n a f,LexStat
15849,15850,4701,p i n u -,LexStat
15850,15851,1103,ˀk i n u f,LexStat
15851,15852,332,ˀn i m a - - f - -,LexStat
15852,15853,3343,ˀn i - - m a - - - - - f - -,LexStat
15853,15854,5193,ˀn i m a n n a n a f,LexStat
15854,15855,2453,k r u r u f,LexStat
15855,15856,2458,- - - - - - - ˀt u s a f,LexStat
15856,15857,2458,k - - - - - - n u s a f,LexStat
15857,15858,887,s u s u f,LexStat
15858,15859,1111,ˀb a s a f,LexStat
15859,15860,4764,- - - u s - a f - -,LexStat
15860,15861,5224,- u t i f,LexStat
15861,15862,10258,t i n a f,LexStat
15862,15863,6946,n a s e f,LexStat
15863,15864,4090,h a e f,LexStat
15864,15865,2803,h a e f,LexStat
15865,15866,3419,t i k a f,LexStat
15866,15867,6431,h a e n n a n a f,LexStat
15867,15868,3890,- - - - - - - t uː f - -,LexStat
15868,15869,427,k o t i f,LexStat
15869,15870,6561,n ui ʔ s a ʔ u f,LexStat
15870,15871,10305,n̥ a n a f,LexStat
15871,15872,6266,p a s u f,LexStat
15872,15873,6472,p a p a ʔ -,LexStat
15873,15874,2377,n m ai n i n a,LexStat
15874,15875,1414,n p i u n n m a t e,LexStat
15875,15876,5249,t ua f,LexStat
15876,15877,5254,m a n s ia n,LexStat
15877,15878,5255,a t o n i ʔ,LexStat
15878,15879,4736,- k a n a f -,LexStat
15879,15880,1174,r i ʔ a n a ʔ - - - -,LexStat
15880,15881,1174,- - - a n a h - - - -,LexStat
15881,15882,4364,a t o n i ʔ,LexStat
15882,15883,10661,b i f eː,LexStat
15883,15884,3691,- - m o n e -,LexStat
15884,15885,10544,- f eː - -,LexStat
15885,15886,4607,- ai n a f -,LexStat
15886,15887,2295,- a m a f - - -,LexStat
15887,15888,5076,- - t a t a f,LexStat
15888,15889,10858,- o r i f -,LexStat
15889,15890,911,n o n i,LexStat
15890,15891,6315,- a t e -,LexStat
15891,15892,24,au,LexStat
15892,15893,36,h o -,LexStat
15893,15894,81,i n,LexStat
15894,15895,1,h ai - - - -,LexStat
15895,15896,7,- h i t -,LexStat
15896,15897,27,h i - -,LexStat
15897,15898,58,s i - n -,LexStat
15898,15899,4941,k aː h -,LexStat
15899,15900,4941,k a f a,LexStat
15900,15901,227,m a - -,LexStat
15901,15902,574,n a t ui n a ʔ,LexStat
15902,15903,571,f i n,LexStat
15903,15904,3762,t e,LexStat
15904,15905,10618,n o k - -,LexStat
15905,15906,10420,s aː - ʔ - - -,LexStat
15906,15907,10477,s e k au,LexStat
15907,15908,10462,m eː,LexStat
15908,15909,10439,r e k a ʔ,LexStat
15909,15910,10504,n a n s aː ʔ,LexStat
15910,15911,3655,f au k,LexStat
15911,15912,3647,o n m eː,LexStat
15912,15913,7187,- - - i,LexStat
15913,15914,6975,- a n,LexStat
15914,15915,6988,e,LexStat
15915,15916,372,o n,LexStat
15916,15917,381,e t,LexStat
15917,15918,363,n b i -,LexStat
15918,15919,3773,n a n a n,LexStat
15919,15920,3439,- ia - - - -,LexStat
15920,15921,7099,n eː,LexStat
15921,15922,7090,- - n aː n,LexStat
15922,15923,145,- a t a,LexStat
15923,15924,167,f a f o n,LexStat
15924,15925,629,n u p u n,LexStat
15925,15926,641,p i n a n,LexStat
15926,15927,4065,ʔ r iː,LexStat
15927,15928,5591,ˀn e ʔ u,LexStat
15928,15929,143,k r e ʔ o,LexStat
15929,15930,208,o k e ʔ,LexStat
15930,15931,4413,a r e ʔ,LexStat
15931,15932,4398,m f au n,LexStat
15932,15933,296,m u ʔ i t,LexStat
15933,15934,289,k au n a ʔ,LexStat
15934,15935,1868,- - a s u,LexStat
15935,15936,5257,f a f i -,LexStat
15936,15937,1139,m a n u -,LexStat
15937,15938,5391,k n a f o,LexStat
15938,15939,4207,ˀk u k a ʔ,LexStat
15939,15940,4204,b i k r uʔu,LexStat
15940,15941,4201,ˀt e - k - e -,LexStat
15941,15942,4203,t a ps u s u,LexStat
15942,15943,1229,- - m e t a n,LexStat
15943,15944,1759,- - r uː s - -,LexStat
15944,15945,2939,k r e s o,LexStat
15945,15946,533,b k a ʔ u,LexStat
15946,15947,2731,b k a ʔ u,LexStat
15947,15948,1651,u k u m,LexStat
15948,15949,6839,- i k - - u f,LexStat
15949,15950,2542,- i k a - - - ʔ -,LexStat
15950,15951,6064,- - iː k i u -,LexStat
15951,15952,10413,iː k i u,LexStat
15952,15953,1619,n ai ˀb e s i,LexStat
15953,15954,4540,ˀb a k b a k a n,LexStat
15954,15955,6618,kf uː t a s i,LexStat
15955,15956,10087,k eː - - -,LexStat
15956,15957,10102,k eː - - -,LexStat
15957,15958,681,- - - k o r o - - -,LexStat
15958,15959,10614,n i n e f,LexStat
15959,15960,1258,- ˀt u s a f,LexStat
15960,15961,1258,k n u s a f,LexStat
15961,15962,2327,f u n - - u f - - - -,LexStat
15962,15963,3569,s u n a f,LexStat
15963,15964,6405,k au n a ʔ,LexStat
15964,15965,5986,k b i t i,LexStat
15965,15966,2132,t e k o ʔ,LexStat
15966,15967,2132,t e n o ʔ,LexStat
15967,15968,2100,p a n s o e,LexStat
15968,15969,1020,k n a p a n,LexStat
15969,15970,2718,k b e n u,LexStat
15970,15971,4606,b a s i,LexStat
15971,15972,330,m uː t,LexStat
15972,15973,319,s a b ui t,LexStat
15973,15974,324,k i b a ʔ,LexStat
15974,15975,3164,i m u n,LexStat
15975,15976,3142,k n a m a t,LexStat
15976,15977,4222,k n o b e,LexStat
15977,15978,6538,k n a b a,LexStat
15978,15979,3371,h u t u -,LexStat
15979,15980,4311,t e o n h u t u,LexStat
15980,15981,4617,- h u - t - - u - - -,LexStat
15981,15982,2639,a s i k,LexStat
15982,15983,4300,t u b i n,LexStat
15983,15984,615,e t u ʔ,LexStat
15984,15985,680,k o ʔ u,LexStat
15985,15986,6342,- a n a ʔ - -,LexStat
15986,15987,5041,m n a s i ʔ,LexStat
15987,15988,5041,m n aː - - ʔ,LexStat
15988,15989,4868,- - - f e ʔ u - - - - - -,LexStat
15989,15990,5017,m n a s i ʔ,LexStat
15990,15991,10827,m u n i f,LexStat
15991,15992,4019,n a p e h e,LexStat
15992,15993,3582,m a p u t u ʔ,LexStat
15993,15994,1386,m ai n i - k i n,LexStat
15994,15995,3026,r e k o,LexStat
15995,15996,455,r e ʔ u f,LexStat
15996,15997,2970,n a h e n u,LexStat
15997,15998,2191,r u m a n,LexStat
15998,15999,4782,h au m a k a ʔ,LexStat
15999,16000,4782,p au m a k a ʔ,LexStat
16000,16001,2269,n a ʔ r oː,LexStat
16001,16002,10383,n a p eː t,LexStat
16002,16003,1969,m e t o ʔ,LexStat
16003,16004,1989,n h o e,LexStat
16004,16005,6112,- - - p a - r a ʔ,LexStat
16005,16006,7134,m ai n i h a s,LexStat
16006,16007,6290,m a k n au,LexStat
16007,16008,7125,m a f au n,LexStat
16008,16009,5797,k b u b u ʔ,LexStat
16009,16010,1670,m ei s ʔ o k a n,LexStat
16010,16011,4101,m e ʔ u,LexStat
16011,16012,1846,o e m e t a n - - - -,LexStat
16012,16013,1314,n a k n i n u ʔ,LexStat
16013,16014,6086,m aʔa i k a ʔ,LexStat
16014,16015,789,n b u f u,LexStat
16015,16016,3410,m a ʔ f e n a ʔ,LexStat
16016,16017,4130,m a ˀk a f a ʔ,LexStat
16017,16018,6694,m n e - o,LexStat
16018,16019,6694,m n o n o,LexStat
16019,16020,10540,m ai n ua n,LexStat
16020,16021,1603,m n e o,LexStat
16021,16022,10757,- - n - s a n a,LexStat
16022,16023,5627,m n a t u ʔ,LexStat
16023,16024,5745,n p u n u,LexStat
16024,16025,708,m e n u ʔ,LexStat
16025,16026,6800,m ai n o n i ʔ,LexStat
16026,16027,6505,m ai ˀn i n u ʔ,LexStat
16027,16028,5877,m iː n m a s i k,LexStat
16028,16029,2626,m n e r a,LexStat
16029,16030,6383,m a s ʔ e k i ʔ,LexStat
16030,16031,6383,m a - ʔ e k i ʔ,LexStat
16031,16032,714,m - - e t a - - - - n,LexStat
16032,16033,10467,m u - - t i ʔ -,LexStat
16033,16034,5420,m eʔe - - - - - -,LexStat
16034,16035,3195,- - - m a - m a t e ʔ,LexStat
16035,16036,755,b i r u,LexStat
16036,16037,10788,m o r o ʔ,LexStat
16037,16038,6204,n a m e n a,LexStat
16038,16039,6169,n m a e,LexStat
16039,16040,7162,n m e o,LexStat
16040,16041,3674,n a m n a h a,LexStat
16041,16042,731,n f o r o,LexStat
16042,16043,1758,n k o s o,LexStat
16043,16044,5976,n a m t au,LexStat
16044,16045,260,n a s e s u,LexStat
16045,16046,276,n a ˀb i n a,LexStat
16046,16047,278,n a t oʔo,LexStat
16047,16048,281,n m a h e k e,LexStat
16048,16049,9135,n i t a -,LexStat
16049,16050,9152,n m e o,LexStat
16050,16051,9139,n k i s u,LexStat
16051,16052,8439,n n e n a,LexStat
16052,16053,9342,n a f oi,LexStat
16053,16054,9608,n a t e n a b,LexStat
