ID,Lect,no.,current Form symbol,new Form symbol,Local_Orthography symbol,note,todo,100%,4171,IN,OUT,LEN
1724,kula1280-lanto,98,e,,e,,,,,e,e,1
1743,kula1280-lanto,98,s,,ibid.,,,,,s,s,1
1737,kula1280-lanto,95,m,,ibid.,,,,,m,m,1
1719,kula1280-lanto,92,b,,ibid.,,,,,b,b,1
1746,kula1280-lanto,90,w,,ibid.,,,,,w,w,1
1734,kula1280-lanto,73,j,,ibid.,,,,,y,j,1
1721,kula1280-lanto,69,d,,ibid.,,,,,d,d,1
1741,kula1280-lanto,59,p,,ibid.,,,,,p,p,1
1739,kula1280-lanto,57,ŋ,,ibid.,,,,,ng,ŋ,1
1728,kula1280-lanto,56,g,,ibid.,,,,,g,g,1
1725,kula1280-lanto,43,ə,,á,,,,,á,ə,1
1742,kula1280-lanto,41,r,,ibid.,,,,,r,r,1
1740,kula1280-lanto,32,o,,ibid.,,,,,n./a.,o,1
1732,kula1280-lanto,31,ɨ,,í,,,,,í,ɨ,1
1731,kula1280-lanto,17,ɪ,,i,,,,,i,ɪ,1
1717,kula1280-lanto,7,+,,n./a.,,,,,n./a.,+,1
1727,kula1280-lanto,6,ɛ,,e,,,,,e,ɛ,1
1720,kula1280-lanto,1,c,t͡ʃ,c,,,,,c,c,1
1729,kula1280-lanto,1,h,,ibid.,,,,,h,h,1
1753,laka1255,1,ãː,,a,,,,,a,ãː,3
1756,laka1255,13,ɔː,,oo,,,,,oo,ɔː,2
1761,laka1255,12,ɛː,,ee,,,,,ee,ɛː,2
1752,laka1255,10,aː,,aa,,,,,aa,aː,2
1766,laka1255,9,iː,,ii,,,,,ii,iː,2
1778,laka1255,5,uː,,uu,,,,,uu,uː,2
1759,laka1255,1,eː,,ee,,,,,ee,eː,2
1772,laka1255,1,oː,,oo,,,,,oo,oː,2
1750,laka1255,149,a,,ibid.,,,,,a,a,1
1770,laka1255,114,n,,ibid.,,,,,n,n,1
1777,laka1255,114,u,,u,,,,,u,u,1
1764,laka1255,111,i,,i,,,,,i,i,1
1768,laka1255,82,l,,ibid.,,,,,l,l,1
1774,laka1255,80,r,,ibid.,,,,,r,r,1
1781,laka1255,69,ʔ,,ibid.,,,,,’,ʔ,1
1751,laka1255,68,ɑ,,ibid.,,,,,n./a.,ɑ,1
1776,laka1255,66,t,,ibid.,,,,,t,t,1
1767,laka1255,65,k,,ibid.,,,,,k,k,1
1775,laka1255,63,s,,ibid.,,,,,s,s,1
1748,laka1255,53,_,, ,space,,,, ,_,1
1763,laka1255,49,h,,ibid.,,,,,h,h,1
1755,laka1255,48,ɔ,,ibid.,,,,,n./a.,ɔ,1
1769,laka1255,45,m,,ibid.,,,,,m,m,1
1760,laka1255,39,ɛ,,e,,,,,e,ɛ,1
1754,laka1255,31,b,,ibid.,,,,,b,b,1
1758,laka1255,28,e,,e,,,,,e,e,1
1757,laka1255,23,d,,ibid.,,,,,d,d,1
1779,laka1255,17,w,,ibid.,,,,,w,w,1
1771,laka1255,14,o,,o,,,,,o,o,1
1762,laka1255,3,f,,ibid.,,,,,f,f,1
1773,laka1255,2,p,,ibid.,,,,,p,p,1
1765,laka1255,1,ɪ,,i,,,,,i,ɪ,1
1749,laka1255,1,+,,n./a.,,,,,n./a.,+,1
1780,laka1255,1,y,j,y,,,,,y,y,1
1790,lama1277-adona,9,ãː,,ang,,,,,ang,ãː,3
1830,lama1277-adona,3,ũː,,ung,,,,,ung,ũː,3
1800,lama1277-adona,1,ẽː,,éng,,,,,éng,ẽː,3
1811,lama1277-adona,1,ĩː,,ing,,,,,ing,ĩː,3
1821,lama1277-adona,1,õː,,ong,,,,,ong,õː,3
1786,lama1277-adona,48,ã,,ang,,,,,ang,ã,2
1828,lama1277-adona,25,ũ,,ung,,,,,ung,ũ,2
1809,lama1277-adona,22,ĩ,,ing,,,,,ing,ĩ,2
1789,lama1277-adona,12,aː,,a,,,,,a,aː,2
1797,lama1277-adona,8,ẽ,,éng,,,,,éng,ẽ,2
1793,lama1277-adona,7,ɔ̃,,ong,,,,,ong,ɔ̃,2
1819,lama1277-adona,6,õ,,ong,,,,,ong,õ,2
1810,lama1277-adona,5,iː,,i,,,,,i,iː,2
1832,lama1277-adona,4,dʒ,,ibid.,,,,,j,dʒ,2
1820,lama1277-adona,4,oː,,o,,,,,o,oː,2
1788,lama1277-adona,3,ɑ̃,,ang,See notes doc,,,,ang,ɑ̃,2
1802,lama1277-adona,3,ɛ̃,,éng,,,,,éng,ɛ̃,2
1804,lama1277-adona,2,ɜ̃,,eng,,,,,eng,ɜ̃,2
1825,lama1277-adona,2,tʃ,,ibid.,,,,,c,tʃ,2
1794,lama1277-adona,2,ɔː,,o,,,,,o,ɔː,2
1805,lama1277-adona,1,ɜː,,e,,,,,e,ɜː,2
1799,lama1277-adona,1,eː,,é,,,,,é,eː,2
1829,lama1277-adona,1,uː,,u,,,,,u,uː,2
1785,lama1277-adona,391,a,,ibid.,,,,,a,a,1
1827,lama1277-adona,237,u,,u,,,,,u,u,1
1813,lama1277-adona,234,k,,ibid.,,,,,k,k,1
1803,lama1277-adona,232,ɜ,,e,,,,,e,ɜ,1
1833,lama1277-adona,216,ʔ,,ibid.,,,,,’,ʔ,1
1826,lama1277-adona,194,t,,ibid.,,,,,t,t,1
1814,lama1277-adona,170,l,,ibid.,,,,,l,l,1
1823,lama1277-adona,143,r,,ibid.,,,,,r,r,1
1818,lama1277-adona,143,o,,o,,,,,o,o,1
1816,lama1277-adona,132,n,,ibid.,,,,,n,n,1
1796,lama1277-adona,129,e,,é,,,,,é,e,1
1808,lama1277-adona,121,i,,i,,,,,i,i,1
1822,lama1277-adona,116,p,,ibid.,,,,,p,p,1
1807,lama1277-adona,98,h,,ibid.,,,,,h,h,1
1815,lama1277-adona,96,m,,ibid.,,,,,m,m,1
1791,lama1277-adona,85,b,,ibid.,,,,,b,b,1
1783,lama1277-adona,79,_,, ,space,,,, ,_,1
1831,lama1277-adona,78,w,,ibid.,,,,,w,w,1
1806,lama1277-adona,48,g,,ibid.,,,,,g,g,1
1801,lama1277-adona,46,ɛ,,e,,,,,e,ɛ,1
1795,lama1277-adona,43,d,,ibid.,,,,,d,d,1
1792,lama1277-adona,38,ɔ,,ibid.,,,,,n./a.,ɔ,1
1824,lama1277-adona,28,s,,ibid.,,,,,s,s,1
1787,lama1277-adona,21,ɑ,,ibid.,,,,,n./a.,ɑ,1
1812,lama1277-adona,20,j,,ibid.,,,,,y,j,1
1798,lama1277-adona,15,ə,,e,,,,,e,ə,1
1817,lama1277-adona,12,ŋ,,ibid.,,,,,ng,ŋ,1
1784,lama1277-adona,2,+,,n./a.,,,,,n./a.,+,1
1837,lama1277-baipi,24,ã,,an,,,,,an,ã,2
1861,lama1277-baipi,7,ũ,,un,,,,,un,ũ,2
1855,lama1277-baipi,5,õ,,on,,,,,on,õ,2
1840,lama1277-baipi,4,dʒ,,ibid.,,,,,j,dʒ,2
1847,lama1277-baipi,4,ĩ,,in,,,,,in,ĩ,2
1842,lama1277-baipi,3,ẽ,,én,,,,,én,ẽ,2
1836,lama1277-baipi,122,a,,ibid.,,,,,a,a,1
1843,lama1277-baipi,65,ə,,e,,,,,e,ə,1
1846,lama1277-baipi,60,i,,i,,,,,i,i,1
1848,lama1277-baipi,56,k,,ibid.,,,,,k,k,1
1841,lama1277-baipi,53,e,,é,,,,,é,e,1
1860,lama1277-baipi,53,u,,u,,,,,u,u,1
1859,lama1277-baipi,52,t,,ibid.,,,,,t,t,1
1854,lama1277-baipi,40,o,,o,,,,,o,o,1
1849,lama1277-baipi,37,l,,ibid.,,,,,l,l,1
1857,lama1277-baipi,33,r,,ibid.,,,,,r,r,1
1838,lama1277-baipi,31,b,,ibid.,,,,,b,b,1
1851,lama1277-baipi,31,n,,ibid.,,,,,n,n,1
1850,lama1277-baipi,27,m,,ibid.,,,,,m,m,1
1856,lama1277-baipi,27,p,,ibid.,,,,,p,p,1
1862,lama1277-baipi,27,w,,ibid.,,,,,w,w,1
1844,lama1277-baipi,22,g,,ibid.,,,,,g,g,1
1845,lama1277-baipi,22,h,,ibid.,,,,,h,h,1
1863,lama1277-baipi,22,ʔ,,ibid.,,,,,’,ʔ,1
1839,lama1277-baipi,12,d,,ibid.,,,,,d,d,1
1858,lama1277-baipi,9,s,,ibid.,,,,,s,s,1
1853,lama1277-baipi,7,ŋ,,ibid.,,,,,ng,ŋ,1
1835,lama1277-baipi,4,_,, ,space,,,, ,_,1
1852,lama1277-baipi,2,ɲ,,ny,,,,,ny,ɲ,1
1866,lama1277-bama,23,ã,,an,,,,,an,ã,2
1875,lama1277-bama,6,ĩ,,in,,,,,in,ĩ,2
1890,lama1277-bama,6,ũ,,un,,,,,un,ũ,2
1884,lama1277-bama,5,õ,,on,,,,,on,õ,2
1870,lama1277-bama,3,ẽ,,én,,,,,én,ẽ,2
1865,lama1277-bama,119,a,,ibid.,,,,,a,a,1
1877,lama1277-bama,59,k,,ibid.,,,,,k,k,1
1871,lama1277-bama,56,ə,,e,,,,,e,ə,1
1874,lama1277-bama,52,i,,i,,,,,i,i,1
1889,lama1277-bama,52,u,,u,,,,,u,u,1
1869,lama1277-bama,51,e,,é,,,,,é,e,1
1883,lama1277-bama,45,o,,o,,,,,o,o,1
1888,lama1277-bama,43,t,,ibid.,,,,,t,t,1
1878,lama1277-bama,36,l,,ibid.,,,,,l,l,1
1886,lama1277-bama,36,r,,ibid.,,,,,r,r,1
1885,lama1277-bama,32,p,,ibid.,,,,,p,p,1
1879,lama1277-bama,28,m,,ibid.,,,,,m,m,1
1891,lama1277-bama,26,w,,ibid.,,,,,w,w,1
1892,lama1277-bama,26,ʔ,,ibid.,,,,,’,ʔ,1
1867,lama1277-bama,25,b,,ibid.,,,,,b,b,1
1880,lama1277-bama,24,n,,ibid.,,,,,n,n,1
1873,lama1277-bama,22,h,,ibid.,,,,,h,h,1
1872,lama1277-bama,13,g,,ibid.,,,,,g,g,1
1868,lama1277-bama,11,d,,ibid.,,,,,d,d,1
1887,lama1277-bama,11,s,,ibid.,,,,,s,s,1
1882,lama1277-bama,5,ŋ,,ibid.,,,,,ng,ŋ,1
1876,lama1277-bama,3,j,,ibid.,,,,,y,j,1
1881,lama1277-bama,2,ɲ,,ny,,,,,ny,ɲ,1
1899,lama1277-belan,11,dʒ,,ibid.,,,,,j,dʒ,2
1896,lama1277-belan,1,ā,aː,aa,,,,,aa,ā,2
1916,lama1277-belan,1,ū,uː,uu,,,,,uu,ū,2
1895,lama1277-belan,143,a,,ibid.,,,,,a,a,1
1905,lama1277-belan,74,k,,ibid.,,,,,k,k,1
1915,lama1277-belan,64,u,,u,,,,,u,u,1
1901,lama1277-belan,58,ə,,e,,,,,e,ə,1
1910,lama1277-belan,52,o,,o,,,,,o,o,1
1904,lama1277-belan,50,i,,i,,,,,i,i,1
1906,lama1277-belan,45,l,,ibid.,,,,,l,l,1
1914,lama1277-belan,43,t,,ibid.,,,,,t,t,1
1900,lama1277-belan,42,e,,é,,,,,é,e,1
1912,lama1277-belan,38,r,,ibid.,,,,,r,r,1
1908,lama1277-belan,31,n,,ibid.,,,,,n,n,1
1907,lama1277-belan,29,m,,ibid.,,,,,m,m,1
1911,lama1277-belan,29,p,,ibid.,,,,,p,p,1
1897,lama1277-belan,23,b,,ibid.,,,,,b,b,1
1917,lama1277-belan,22,w,,ibid.,,,,,w,w,1
1913,lama1277-belan,16,s,,ibid.,,,,,s,s,1
1902,lama1277-belan,14,g,,ibid.,,,,,g,g,1
1909,lama1277-belan,14,ŋ,,ibid.,,,,,ng,ŋ,1
1898,lama1277-belan,12,d,,ibid.,,,,,d,d,1
1903,lama1277-belan,8,h,,ibid.,,,,,h,h,1
1894,lama1277-belan,5,_,, ,space,,,, ,_,1
1921,lama1277-botun,38,ã,,an,,,,,an,ã,2
1945,lama1277-botun,11,ũ,,un,,,,,un,ũ,2
1931,lama1277-botun,10,ĩ,,in,,,,,in,ĩ,2
1939,lama1277-botun,6,õ,,on,,,,,on,õ,2
1926,lama1277-botun,3,ẽ,,én,,,,,én,ẽ,2
1924,lama1277-botun,1,dʒ,,ibid.,,,,,j,dʒ,2
1920,lama1277-botun,102,a,,ibid.,,,,,a,a,1
1927,lama1277-botun,62,ə,,e,,,,,e,ə,1
1933,lama1277-botun,61,k,,ibid.,,,,,k,k,1
1925,lama1277-botun,50,e,,é,,,,,é,e,1
1938,lama1277-botun,50,o,,o,,,,,o,o,1
1930,lama1277-botun,49,i,,i,,,,,i,i,1
1943,lama1277-botun,48,t,,ibid.,,,,,t,t,1
1944,lama1277-botun,47,u,,u,,,,,u,u,1
1941,lama1277-botun,39,r,,ibid.,,,,,r,r,1
1934,lama1277-botun,38,l,,ibid.,,,,,l,l,1
1947,lama1277-botun,33,ʔ,,ibid.,,,,,’,ʔ,1
1922,lama1277-botun,31,b,,ibid.,,,,,b,b,1
1935,lama1277-botun,31,m,,ibid.,,,,,m,m,1
1940,lama1277-botun,31,p,,ibid.,,,,,p,p,1
1936,lama1277-botun,27,n,,ibid.,,,,,n,n,1
1946,lama1277-botun,25,w,,ibid.,,,,,w,w,1
1929,lama1277-botun,23,h,,ibid.,,,,,h,h,1
1923,lama1277-botun,13,d,,ibid.,,,,,d,d,1
1928,lama1277-botun,11,g,,ibid.,,,,,g,g,1
1942,lama1277-botun,7,s,,ibid.,,,,,s,s,1
1919,lama1277-botun,6,_,, ,space,,,, ,_,1
1937,lama1277-botun,6,ŋ,,ibid.,,,,,ng,ŋ,1
1932,lama1277-botun,3,j,,ibid.,,,,,y,j,1
1951,lama1277-dulhi,30,ã,,ang,,,,,ang,ã,2
1975,lama1277-dulhi,10,ũ,,ung,,,,,ung,ũ,2
1962,lama1277-dulhi,5,ĩ,,ing,,,,,ing,ĩ,2
1969,lama1277-dulhi,4,õ,,ong,,,,,ong,õ,2
1956,lama1277-dulhi,3,ẽ,,éng,,,,,éng,ẽ,2
1954,lama1277-dulhi,1,dʒ,,ibid.,,,,,j,dʒ,2
1950,lama1277-dulhi,110,a,,ibid.,,,,,a,a,1
1957,lama1277-dulhi,60,ə,,e,,,,,e,ə,1
1963,lama1277-dulhi,60,k,,ibid.,,,,,k,k,1
1961,lama1277-dulhi,53,i,,i,,,,,i,i,1
1974,lama1277-dulhi,53,u,,u,,,,,u,u,1
1955,lama1277-dulhi,51,e,,é,,,,,é,e,1
1968,lama1277-dulhi,49,o,,o,,,,,o,o,1
1973,lama1277-dulhi,45,t,,ibid.,,,,,t,t,1
1966,lama1277-dulhi,40,n,,ibid.,,,,,n,n,1
1977,lama1277-dulhi,38,ʔ,,ibid.,,,,,’,ʔ,1
1971,lama1277-dulhi,37,r,,ibid.,,,,,r,r,1
1964,lama1277-dulhi,35,l,,ibid.,,,,,l,l,1
1965,lama1277-dulhi,30,m,,ibid.,,,,,m,m,1
1976,lama1277-dulhi,27,w,,ibid.,,,,,w,w,1
1970,lama1277-dulhi,26,p,,ibid.,,,,,p,p,1
1952,lama1277-dulhi,25,b,,ibid.,,,,,b,b,1
1960,lama1277-dulhi,25,h,,ibid.,,,,,h,h,1
1967,lama1277-dulhi,17,ŋ,,ibid.,,,,,ng,ŋ,1
1953,lama1277-dulhi,11,d,,ibid.,,,,,d,d,1
1972,lama1277-dulhi,11,s,,ibid.,,,,,s,s,1
1958,lama1277-dulhi,8,g,,ibid.,,,,,g,g,1
1949,lama1277-dulhi,3,_,, ,space,,,, ,_,1
1959,lama1277-dulhi,2,ɤ,,e,,,,,e,ɤ,1
1981,lama1277-horow,36,ã,,ang,,,,,ang,ã,2
1993,lama1277-horow,5,ĩ,,ing,,,,,ing,ĩ,2
2007,lama1277-horow,5,ũ,,ung,,,,,ung,ũ,2
2001,lama1277-horow,4,õ,,ong,,,,,ong,õ,2
1985,lama1277-horow,2,ẽ,,éng,,,,,éng,ẽ,2
1987,lama1277-horow,1,ə̃,,eng,,,,,eng,ə̃,2
1990,lama1277-horow,1,ɤ̃,,eng,,,,,eng,ɤ̃,2
1980,lama1277-horow,109,a,,ibid.,,,,,a,a,1
1995,lama1277-horow,77,k,,ibid.,,,,,k,k,1
1986,lama1277-horow,68,ə,,e,,,,,e,ə,1
2006,lama1277-horow,57,u,,u,,,,,u,u,1
1992,lama1277-horow,52,i,,i,,,,,i,i,1
2005,lama1277-horow,51,t,,ibid.,,,,,t,t,1
1984,lama1277-horow,50,e,,é,,,,,é,e,1
2000,lama1277-horow,48,o,,o,,,,,o,o,1
1996,lama1277-horow,41,l,,ibid.,,,,,l,l,1
1998,lama1277-horow,39,n,,ibid.,,,,,n,n,1
2003,lama1277-horow,37,r,,ibid.,,,,,r,r,1
1997,lama1277-horow,33,m,,ibid.,,,,,m,m,1
2009,lama1277-horow,33,ʔ,,ibid.,,,,,’,ʔ,1
2002,lama1277-horow,28,p,,ibid.,,,,,p,p,1
1991,lama1277-horow,27,h,,ibid.,,,,,h,h,1
1982,lama1277-horow,26,b,,ibid.,,,,,b,b,1
2008,lama1277-horow,23,w,,ibid.,,,,,w,w,1
1988,lama1277-horow,12,g,,ibid.,,,,,g,g,1
1983,lama1277-horow,9,d,,ibid.,,,,,d,d,1
1999,lama1277-horow,8,ŋ,,ibid.,,,,,ng,ŋ,1
2004,lama1277-horow,5,s,,ibid.,,,,,s,s,1
1979,lama1277-horow,4,_,, ,space,,,, ,_,1
1994,lama1277-horow,4,j,,ibid.,,,,,y,j,1
1989,lama1277-horow,1,ɤ,,e,,,,,e,ɤ,1
2017,lama1277-ileap,4,dʒ,,ibid.,,,,,j,dʒ,2
2014,lama1277-ileap,3,ā,aː,aa,,,,,aa,ā,2
2037,lama1277-ileap,1,ū,uː,uu,,,,,uu,ū,2
2013,lama1277-ileap,141,a,,ibid.,,,,,a,a,1
2026,lama1277-ileap,77,k,,ibid.,,,,,k,k,1
2029,lama1277-ileap,73,n,,ibid.,,,,,n,n,1
2019,lama1277-ileap,70,ə,,e,,,,,e,ə,1
2036,lama1277-ileap,58,u,,u,,,,,u,u,1
2035,lama1277-ileap,54,t,,ibid.,,,,,t,t,1
2024,lama1277-ileap,53,i,,i,,,,,i,i,1
2031,lama1277-ileap,51,o,,o,,,,,o,o,1
2018,lama1277-ileap,43,e,,é,,,,,é,e,1
2027,lama1277-ileap,36,l,,ibid.,,,,,l,l,1
2033,lama1277-ileap,36,r,,ibid.,,,,,r,r,1
2028,lama1277-ileap,31,m,,ibid.,,,,,m,m,1
2032,lama1277-ileap,28,p,,ibid.,,,,,p,p,1
2015,lama1277-ileap,25,b,,ibid.,,,,,b,b,1
2023,lama1277-ileap,25,h,,ibid.,,,,,h,h,1
2038,lama1277-ileap,24,w,,ibid.,,,,,w,w,1
2016,lama1277-ileap,13,d,,ibid.,,,,,d,d,1
2030,lama1277-ileap,9,ŋ,,ibid.,,,,,ng,ŋ,1
2021,lama1277-ileap,8,g,,ibid.,,,,,g,g,1
2034,lama1277-ileap,8,s,,ibid.,,,,,s,s,1
2011,lama1277-ileap,5,_,, ,space,,,, ,_,1
2022,lama1277-ileap,2,ɤ,,e,,,,,e,ɤ,1
2020,lama1277-ileap,2,f,,ibid.,,,,,f,f,1
2025,lama1277-ileap,2,j,,ibid.,,,,,y,j,1
2039,lama1277-ileap,1,ʔ,,ibid.,,,,,’,ʔ,1
2012,lama1277-ileap,1,+,,n./a.,,,,,n./a.,+,1
2045,lama1277-imulo,17,dʒ,,ibid.,,,,,j,dʒ,2
2042,lama1277-imulo,179,a,,ibid.,,,,,a,a,1
2047,lama1277-imulo,99,ə,,e,,,,,e,ə,1
2053,lama1277-imulo,87,k,,ibid.,,,,,k,k,1
2056,lama1277-imulo,66,n,,ibid.,,,,,n,n,1
2060,lama1277-imulo,56,r,,ibid.,,,,,r,r,1
2051,lama1277-imulo,55,i,,i,,,,,i,i,1
2063,lama1277-imulo,52,u,,u,,,,,u,u,1
2054,lama1277-imulo,47,l,,ibid.,,,,,l,l,1
2061,lama1277-imulo,44,s,,ibid.,,,,,s,s,1
2058,lama1277-imulo,44,o,,o,,,,,o,o,1
2046,lama1277-imulo,42,e,,é,,,,,é,e,1
2062,lama1277-imulo,40,t,,ibid.,,,,,t,t,1
2055,lama1277-imulo,34,m,,ibid.,,,,,m,m,1
2059,lama1277-imulo,29,p,,ibid.,,,,,p,p,1
2048,lama1277-imulo,27,f,,ibid.,,,,,f,f,1
2057,lama1277-imulo,21,ŋ,,ibid.,,,,,ng,ŋ,1
2043,lama1277-imulo,20,b,,ibid.,,,,,b,b,1
2044,lama1277-imulo,17,d,,ibid.,,,,,d,d,1
2049,lama1277-imulo,17,g,,ibid.,,,,,g,g,1
2041,lama1277-imulo,5,_,, ,space,,,, ,_,1
2052,lama1277-imulo,3,j,,ibid.,,,,,y,j,1
2064,lama1277-imulo,2,w,,w,,,,,w,w,1
2050,lama1277-imulo,1,h,,ibid.,,,,,h,h,1
2073,lama1277-kalik,95,dʒ,,ibid.,,,,,j,dʒ,2
2069,lama1277-kalik,,aː,,aa,,,,,aa,aː,2
2075,lama1277-kalik,,eː,,éé,,,,,éé,eː,2
2078,lama1277-kalik,,ɛː,,éé,,,,,éé,ɛː,2
2087,lama1277-kalik,,oː,,oo,,,,,oo,oː,2
2088,lama1277-kalik,,ɔː,,oo,,,,,oo,ɔː,2
2094,lama1277-kalik,,uː,,uu,,,,,uu,uː,2
2068,lama1277-kalik,650,a,,ibid.,,,,,a,a,1
2081,lama1277-kalik,388,k,,ibid.,,,,,k,k,1
2093,lama1277-kalik,335,u,,u,,,,,u,u,1
2084,lama1277-kalik,274,n,,ibid.,,,,,n,n,1
2076,lama1277-kalik,263,ə,,e,,,,,e,ə,1
2082,lama1277-kalik,259,l,,ibid.,,,,,l,l,1
2092,lama1277-kalik,234,t,,ibid.,,,,,t,t,1
2080,lama1277-kalik,232,i,,i,,,,,i,i,1
2090,lama1277-kalik,226,r,,ibid.,,,,,r,r,1
2074,lama1277-kalik,173,e,,é,,,,,é,e,1
2086,lama1277-kalik,170,o,,o,,,,,o,o,1
2083,lama1277-kalik,161,m,,ibid.,,,,,m,m,1
2089,lama1277-kalik,146,p,,ibid.,,,,,p,p,1
2066,lama1277-kalik,120,_,, ,space,,,, ,_,1
2091,lama1277-kalik,119,s,,ibid.,,,,,s,s,1
2096,lama1277-kalik,112,v,,w,,,,,w,v,1
2071,lama1277-kalik,103,ɔ,,ibid.,,,,,n./a.,ɔ,1
2070,lama1277-kalik,97,b,,ibid.,,,,,b,b,1
2079,lama1277-kalik,75,g,,ibid.,,,,,g,g,1
2085,lama1277-kalik,72,ŋ,,ibid.,,,,,ng,ŋ,1
2072,lama1277-kalik,63,d,,ibid.,,,,,d,d,1
2077,lama1277-kalik,46,ɛ,,é,,,,,é,ɛ,1
2097,lama1277-kalik,25,w,,ibid.,,,,,w,w,1
2095,lama1277-kalik,16,ʊ,,u,,,,,u,ʊ,1
2067,lama1277-kalik,9,+,,n./a.,,,,,n./a.,+,1
2102,lama1277-kiwan,29,ã,,ang,,,,,ang,ã,2
2127,lama1277-kiwan,9,ũ,,ung,,,,,ung,ũ,2
2121,lama1277-kiwan,5,õ,,ong,,,,,ong,õ,2
2106,lama1277-kiwan,3,ẽ,,éng,,,,,éng,ẽ,2
2112,lama1277-kiwan,1,ĩ,,ing,,,,,ing,ĩ,2
2101,lama1277-kiwan,112,a,,ibid.,,,,,a,a,1
2114,lama1277-kiwan,70,k,,ibid.,,,,,k,k,1
2107,lama1277-kiwan,63,ə,,e,,,,,e,ə,1
2111,lama1277-kiwan,60,i,,i,,,,,i,i,1
2120,lama1277-kiwan,50,o,,o,,,,,o,o,1
2126,lama1277-kiwan,50,u,,u,,,,,u,u,1
2105,lama1277-kiwan,49,e,,é,,,,,é,e,1
2125,lama1277-kiwan,44,t,,ibid.,,,,,t,t,1
2129,lama1277-kiwan,43,ʔ,,ibid.,,,,,’,ʔ,1
2115,lama1277-kiwan,35,l,,ibid.,,,,,l,l,1
2123,lama1277-kiwan,35,r,,ibid.,,,,,r,r,1
2117,lama1277-kiwan,32,n,,ibid.,,,,,n,n,1
2122,lama1277-kiwan,31,p,,ibid.,,,,,p,p,1
2116,lama1277-kiwan,30,m,,ibid.,,,,,m,m,1
2110,lama1277-kiwan,29,h,,ibid.,,,,,h,h,1
2103,lama1277-kiwan,27,b,,ibid.,,,,,b,b,1
2128,lama1277-kiwan,26,w,,ibid.,,,,,w,w,1
2104,lama1277-kiwan,17,d,,ibid.,,,,,d,d,1
2108,lama1277-kiwan,11,g,,ibid.,,,,,g,g,1
2124,lama1277-kiwan,8,s,,ibid.,,,,,s,s,1
2119,lama1277-kiwan,6,ŋ,,ibid.,,,,,ng,ŋ,1
2099,lama1277-kiwan,5,_,, ,space,,,, ,_,1
2113,lama1277-kiwan,5,j,,ibid.,,,,,y,j,1
2109,lama1277-kiwan,3,ɤ,,eng,,,,,eng,ɤ,1
2100,lama1277-kiwan,2,+,,n./a.,,,,,n./a.,+,1
2118,lama1277-kiwan,2,ɲ,,ny,,,,,ny,ɲ,1
2133,lama1277-lamah,31,ã,,an,,,,,an,ã,2
2156,lama1277-lamah,6,ũ,,un,,,,,un,ũ,2
2136,lama1277-lamah,2,dʒ,,ibid.,,,,,j,dʒ,2
2150,lama1277-lamah,2,õ,,on,,,,,on,õ,2
2142,lama1277-lamah,1,ĩ,,in,,,,,in,ĩ,2
2132,lama1277-lamah,120,a,,ibid.,,,,,a,a,1
2144,lama1277-lamah,73,k,,ibid.,,,,,k,k,1
2138,lama1277-lamah,67,ə,,e,,,,,e,ə,1
2155,lama1277-lamah,60,u,,u,,,,,u,u,1
2141,lama1277-lamah,51,i,,i,,,,,i,i,1
2137,lama1277-lamah,48,e,,é,,,,,é,e,1
2149,lama1277-lamah,48,o,,o,,,,,o,o,1
2145,lama1277-lamah,45,l,,ibid.,,,,,l,l,1
2154,lama1277-lamah,44,t,,ibid.,,,,,t,t,1
2152,lama1277-lamah,43,r,,ibid.,,,,,r,r,1
2147,lama1277-lamah,32,n,,ibid.,,,,,n,n,1
2146,lama1277-lamah,31,m,,ibid.,,,,,m,m,1
2151,lama1277-lamah,27,p,,ibid.,,,,,p,p,1
2140,lama1277-lamah,26,h,,ibid.,,,,,h,h,1
2134,lama1277-lamah,20,b,,ibid.,,,,,b,b,1
2157,lama1277-lamah,20,w,,ibid.,,,,,w,w,1
2158,lama1277-lamah,17,ʔ,,ibid.,,,,,’,ʔ,1
2135,lama1277-lamah,13,d,,ibid.,,,,,d,d,1
2139,lama1277-lamah,13,g,,ibid.,,,,,g,g,1
2148,lama1277-lamah,8,ŋ,,ibid.,,,,,ng,ŋ,1
2153,lama1277-lamah,7,s,,ibid.,,,,,s,s,1
2131,lama1277-lamah,5,_,, ,space,,,, ,_,1
2143,lama1277-lamah,4,j,,ibid.,,,,,y,j,1
2162,lama1277-lamak,33,ã,,ang,,,,,ang,ã,2
2180,lama1277-lamak,8,õ,,ong,,,,,ong,õ,2
2186,lama1277-lamak,8,ũ,,ung,,,,,ung,ũ,2
2172,lama1277-lamak,7,ĩ,,ing,,,,,ing,ĩ,2
2165,lama1277-lamak,5,dʒ,,ibid.,,,,,j,dʒ,2
2167,lama1277-lamak,4,ẽ,,éng,,,,,éng,ẽ,2
2161,lama1277-lamak,112,a,,ibid.,,,,,a,a,1
2168,lama1277-lamak,61,ə,,e,,,,,e,ə,1
2173,lama1277-lamak,61,k,,ibid.,,,,,k,k,1
2179,lama1277-lamak,59,o,,o,,,,,o,o,1
2171,lama1277-lamak,48,i,,i,,,,,i,i,1
2185,lama1277-lamak,48,u,,u,,,,,u,u,1
2166,lama1277-lamak,46,e,,é,,,,,é,e,1
2184,lama1277-lamak,41,t,,ibid.,,,,,t,t,1
