ID,Lect,no.,current Form symbol,new Form symbol,Local_Orthography symbol,note,todo,100%,4171,IN,OUT,LEN
4249,+,1,e̞̞ː,,n./a.,,,,,n./a.,e̞̞ː,4
4246,+,53,e̞̞,,n./a.,,,,,n./a.,e̞̞,3
4212,+,14,ãː,,n./a.,See notes doc,,,,n./a.,ãː,3
4284,+,6,ĩː,,n./a.,,,,,n./a.,ĩː,3
4227,+,5,ɔ̃ː,,n./a.,,,,,n./a.,ɔ̃ː,3
4257,+,3,ɛ̃ː,,n./a.,,,,,n./a.,ɛ̃ː,3
4357,+,3,ũː,,n./a.,,,,,n./a.,ũː,3
4248,+,1,ẽː,,n./a.,,,,,n./a.,ẽː,3
4322,+,1,õː,,n./a.,,,,,n./a.,õː,3
4211,+,1318,aː,,n./a.,,,,,n./a.,aː,2
4232,+,889,dʒ,,j,,,,,j,dʒ,2
4202,+,778,ã,,n./a.,See notes doc,,,,n./a.,ã,2
4321,+,402,oː,,n./a.,,,,,n./a.,oː,2
4247,+,389,eː,,n./a.,,,,,n./a.,eː,2
4356,+,385,uː,,n./a.,,,,,n./a.,uː,2
4283,+,336,iː,,n./a.,,,,,n./a.,iː,2
4238,+,263,ẽ,,n./a.,,,,,n./a.,ẽ,2
4239,+,222,e̞,,n./a.,,,,,n./a.,e̞,2
4351,+,204,ũ,,n./a.,,,,,n./a.,ũ,2
4347,+,154,tʃ,,c,,,,,c,tʃ,2
4226,+,127,ɔː,,n./a.,,,,,n./a.,ɔː,2
4318,+,122,õ,,n./a.,,,,,n./a.,õ,2
4256,+,120,ɛː,,n./a.,,,,,n./a.,ɛː,2
4276,+,114,ĩ,,n./a.,,,,,n./a.,ĩ,2
4234,+,79,ɖʐ,,n./a.,,,,,n./a.,ɖʐ,2
4300,+,76,lː,,n./a.,,,,,n./a.,lː,2
4292,+,65,kː,,n./a.,,,,,n./a.,kː,2
4313,+,54,nː,,n./a.,,,,,n./a.,nː,2
4334,+,54,rː,,n./a.,,,,,n./a.,rː,2
4343,+,53,tː,,n./a.,,,,,n./a.,tː,2
4269,+,48,gʲ,,n./a.,,,,,n./a.,gʲ,2
4218,+,44,b̥,,n./a.,,,,,n./a.,b̥,2
4244,+,41,ə̆,,n./a.,,,,,n./a.,ə̆,2
4342,+,39,t̪,,n./a.,,,,,n./a.,t̪,2
4231,+,38,dː,,n./a.,,,,,n./a.,dː,2
4306,+,38,mː,,n./a.,,,,,n./a.,mː,2
4325,+,33,pː,,n./a.,,,,,n./a.,pː,2
4346,+,27,ts,,n./a.,,,,,n./a.,ts,2
4219,+,26,bː,,n./a.,,,,,n./a.,bː,2
4268,+,26,gː,,n./a.,,,,,n./a.,gː,2
4301,+,26,lʲ,,n./a.,,,,,n./a.,lʲ,2
4338,+,24,sː,,n./a.,,,,,n./a.,sː,2
4309,+,20,nˀ,,n./a.,,,,,n./a.,nˀ,2
4262,+,19,g̊,,n./a.,,,,,n./a.,g̊,2
4220,+,18,bβ,,n./a.,,,,,n./a.,bβ,2
4203,+,17,a̘,,n./a.,,,,,n./a.,a̘,2
4296,+,17,lˀ,,n./a.,,,,,n./a.,lˀ,2
4293,+,13,kʰ,,n./a.,,,,,n./a.,kʰ,2
4344,+,13,tʰ,,n./a.,,,,,n./a.,tʰ,2
4352,+,13,u̘,,n./a.,,,,,n./a.,u̘,2
4251,+,12,ɛ̃,,n./a.,,,,,n./a.,ɛ̃,2
4324,+,11,pʼ,,n./a.,,,,,n./a.,pʼ,2
4224,+,10,ɔ̃,,n./a.,,,,,n./a.,ɔ̃,2
4303,+,10,mˀ,,n./a.,,,,,n./a.,mˀ,2
4278,+,9,i̘,,n./a.,,,,,n./a.,i̘,2
4290,+,8,kʼ,,ibid.,,,,,ibid.,kʼ,2
4236,+,8,é,,n./a.,,,,,n./a.,é,2
4245,+,8,ə̃,,n./a.,,,,,n./a.,ə̃,2
4271,+,8,hː,,n./a.,,,,,n./a.,hː,2
4358,+,8,ʊː,,n./a.,,,,,n./a.,ʊː,2
4204,+,7,a̤,,n./a.,,,,,n./a.,a̤,2
4252,+,7,ɛ̘,,n./a.,,,,,n./a.,ɛ̘,2
4213,+,6,ɑː,,n./a.,,,,,n./a.,ɑː,2
4223,+,6,ɔ̆,,n./a.,,,,,n./a.,ɔ̆,2
4279,+,6,i̤,,n./a.,,,,,n./a.,i̤,2
4304,+,6,m̥,,n./a.,,,,,n./a.,m̥,2
4364,+,6,w̥,,n./a.,,,,,n./a.,w̥,2
4200,+,5,á,,n./a.,,,,,n./a.,á,2
4201,+,5,ā,,n./a.,,,,,n./a.,ā,2
4225,+,5,ɔ̘,,n./a.,,,,,n./a.,ɔ̘,2
4312,+,5,n̥,,n./a.,,,,,n./a.,n̥,2
4353,+,5,ṳ,,n./a.,,,,,n./a.,ṳ,2
4209,+,4,ɐ̆,,n./a.,,,,,n./a.,ɐ̆,2
4274,+,4,í,,n./a.,,,,,n./a.,í,2
4297,+,4,l̥,,n./a.,,,,,n./a.,l̥,2
4326,+,4,pʰ,,n./a.,,,,,n./a.,pʰ,2
4328,+,4,qː,,n./a.,,,,,n./a.,qː,2
4210,+,3,ɑ̃,,n./a.,,,,,n./a.,ɑ̃,2
4317,+,3,ó,,n./a.,,,,,n./a.,ó,2
4336,+,3,sˀ,,n./a.,,,,,n./a.,sˀ,2
4350,+,3,ū,,n./a.,,,,,n./a.,ū,2
4363,+,3,wˀ,,n./a.,,,,,n./a.,wˀ,2
4365,+,3,wː,,n./a.,,,,,n./a.,wː,2
4373,+,3,ʔh,,n./a.,,,,,n./a.,ʔh,2
4208,+,2,aˑ,,n./a.,,,,,n./a.,aˑ,2
4237,+,2,ê,,n./a.,,,,,n./a.,ê,2
4255,+,2,ɜ̃,,n./a.,,,,,n./a.,ɜ̃,2
4260,+,2,fː,,n./a.,,,,,n./a.,fː,2
4280,+,2,i̥,,n./a.,,,,,n./a.,i̥,2
4282,+,2,iˑ,,n./a.,,,,,n./a.,iˑ,2
4291,+,2,k̚,,n./a.,,,,,n./a.,k̚,2
4299,+,2,lˑ,,n./a.,,,,,n./a.,lˑ,2
4320,+,2,o̤,,n./a.,,,,,n./a.,o̤,2
4340,+,2,tʼ,,n./a.,,,,,n./a.,tʼ,2
4345,+,2,tʲ,,n./a.,,,,,n./a.,tʲ,2
4349,+,2,ú,,n./a.,,,,,n./a.,ú,2
4205,+,1,a̯,,n./a.,,,,,n./a.,a̯,2
4215,+,1,æ̘,,n./a.,,,,,n./a.,æ̘,2
4240,+,1,e̤,,n./a.,,,,,n./a.,e̤,2
4241,+,1,e̯,,n./a.,,,,,n./a.,e̯,2
4258,+,1,ɜː,,n./a.,,,,,n./a.,ɜː,2
4264,+,1,g̬,,n./a.,,,,,n./a.,g̬,2
4267,+,1,ɤ̃,,n./a.,,,,,n./a.,ɤ̃,2
4275,+,1,ɪ̈,,n./a.,,,,,n./a.,ɪ̈,2
4281,+,1,i̯,,n./a.,,,,,n./a.,i̯,2
4315,+,1,ŋː,,n./a.,,,,,n./a.,ŋː,2
4354,+,1,u̥,,n./a.,,,,,n./a.,u̥,2
4372,+,1,ʔ̚,,n./a.,,,,,n./a.,ʔ̚,2
4285,+,,j#,,i,,,,,i,j#,2
4361,+,,w#,,u,,,,,u,w#,2
4376,+,,#ʔ,,zero,except languages otherwise specified!,,,,zero,#ʔ,2
4199,+,47549,a,,a,,,,,a,a,1
4272,+,21465,i,,n./a.,,,,,n./a.,i,1
4348,+,20766,u,,n./a.,,,,,n./a.,u,1
4289,+,14439,k,,k,,,,,k,k,1
4339,+,14257,t,,t,,,,,t,t,1
4294,+,13922,l,,l,,,,,l,l,1
4307,+,13650,n,,n,,,,,n,n,1
4235,+,12442,e,,n./a.,,,,,n./a.,e,1
4329,+,11721,r,,r,,,,,r,r,1
4316,+,11108,o,,n./a.,,,,,n./a.,o,1
4302,+,10320,m,,m,,,,,m,m,1
4197,+,8266,_,, ,space,,,, ,_,1
4216,+,7268,b,,b,,,,,b,b,1
4335,+,7223,s,,s,,,,,s,s,1
4370,+,6898,ʔ,,’,straight apostophe ',,,,’,ʔ,1
4314,+,6898,ŋ,,ng,,,,,ng,ŋ,1
4242,+,6385,ə,,n./a.,,,,,n./a.,ə,1
4323,+,6187,p,,p,,,,,p,p,1
4270,+,5522,h,,h,,,,,h,h,1
4228,+,5386,d,,d,,,,,d,d,1
4261,+,4599,g,,g,,,,,g,g,1
4362,+,4279,w,,w,,,,,w,w,1
4250,+,3137,ɛ,,n./a.,,,,,n./a.,ɛ,1
4222,+,2725,ɔ,,n./a.,,,,,n./a.,ɔ,1
4286,+,1771,j,,y,,,,,y,j,1
4259,+,1697,f,,f,,,,,f,f,1
4198,+,1311,+,,n./a.,,,,,n./a.,+,1
4207,+,1067,ɑ,,n./a.,,,,,n./a.,ɑ,1
4327,+,1041,q,,n./a.,,,,,n./a.,q,1
4359,+,763,v,,n./a.,,,,,n./a.,v,1
4217,+,666,ɓ,,n./a.,,,,,n./a.,ɓ,1
4360,+,635,ʋ,,n./a.,,,,,n./a.,ʋ,1
4229,+,501,ɗ,,n./a.,,,,,n./a.,ɗ,1
4337,+,482,ʃ,,n./a.,,,,,n./a.,ʃ,1
4366,+,433,x,,n./a.,,,,,n./a.,x,1
4369,+,318,ʒ,,n./a.,,,,,n./a.,ʒ,1
4298,+,250,ɮ,,n./a.,,,,,n./a.,ɮ,1
4253,+,237,ɜ,,n./a.,,,,,n./a.,ɜ,1
4331,+,206,ɹ,,n./a.,,,,,n./a.,ɹ,1
4273,+,178,ɪ,,n./a.,,,,,n./a.,ɪ,1
4368,+,146,z,,n./a.,,,,,n./a.,z,1
4310,+,138,ɲ,,n./a.,,,,,n./a.,ɲ,1
4265,+,136,ɣ,,n./a.,,,,,n./a.,ɣ,1
4355,+,122,ʊ,,n./a.,,,,,n./a.,ʊ,1
4287,+,109,ɟ,,ibid.,,,,,ibid.,ɟ,1
4221,+,108,c,,n./a.,,,,,n./a.,c,1
4288,+,69,ʄ,,n./a.,,,,,n./a.,ʄ,1
4330,+,69,ʀ,,n./a.,,,,,n./a.,ʀ,1
4332,+,68,ɾ,,n./a.,,,,,n./a.,ɾ,1
4214,+,65,æ,,n./a.,,,,,n./a.,æ,1
4266,+,62,ɤ,,n./a.,,,,,n./a.,ɤ,1
4374,+,49,β,,n./a.,,,,,n./a.,β,1
4277,+,37,ɨ,,n./a.,,,,,n./a.,ɨ,1
4367,+,34,y,,n./a.,,,,,n./a.,y,1
4263,+,26,ɠ,,n./a.,,,,,n./a.,ɠ,1
4341,+,20,ʈ,,n./a.,,,,,n./a.,ʈ,1
4319,+,18,ø,,n./a.,,,,,n./a.,ø,1
4371,+,12,ʕ,,n./a.,,,,,n./a.,ʕ,1
4375,+,9,θ,,n./a.,,,,,n./a.,θ,1
4305,+,8,ɰ,,n./a.,,,,,n./a.,ɰ,1
4206,+,7,ɐ,,n./a.,,,,,n./a.,ɐ,1
4295,+,5,ʟ,,n./a.,,,,,n./a.,ʟ,1
4230,+,4,ð,,n./a.,,,,,n./a.,ð,1
4233,+,3,ɖ,,n./a.,,,,,n./a.,ɖ,1
4308,+,3,ɴ,,n./a.,,,,,n./a.,ɴ,1
4254,+,2,ɞ,,n./a.,,,,,n./a.,ɞ,1
4311,+,2,ɳ,,n./a.,,,,,n./a.,ɳ,1
4333,+,2,ʁ,,n./a.,,,,,n./a.,ʁ,1
4243,+,1,ɘ,,n./a.,,,,,n./a.,ɘ,1
5,abui1241-fuime,18,aː,,aa,,,,,aa,aː,2
9,abui1241-fuime,3,eː,,ee,,,,,ee,eː,2
14,abui1241-fuime,2,iː,,ii,,,,,ii,iː,2
27,abui1241-fuime,1,uː,,uu,,,,,uu,uː,2
4,abui1241-fuime,388,a,,ibid.,,,,,a,a,1
12,abui1241-fuime,219,i,,i,,,,,i,i,1
16,abui1241-fuime,166,k,,ibid.,,,,,k,k,1
8,abui1241-fuime,150,e,,e,,,,,e,e,1
25,abui1241-fuime,149,t,,ibid.,,,,,t,t,1
26,abui1241-fuime,142,u,,u,,,,,u,u,1
17,abui1241-fuime,94,l,,ibid.,,,,,l,l,1
20,abui1241-fuime,73,ŋ,,ibid.,,,,,ng,ŋ,1
21,abui1241-fuime,71,o,,o,,,,,o,o,1
2,abui1241-fuime,56,_,, ,space,,,, ,_,1
19,abui1241-fuime,55,n,,ibid.,,,,,n,n,1
6,abui1241-fuime,53,b,,ibid.,,,,,b,b,1
18,abui1241-fuime,50,m,,ibid.,,,,,m,m,1
23,abui1241-fuime,49,r,,ibid.,,,,,r,r,1
11,abui1241-fuime,45,h,,ibid.,,,,,h,h,1
10,abui1241-fuime,44,f,,ibid.,,,,,f,f,1
29,abui1241-fuime,44,w,,ibid.,,,,,w,w,1
15,abui1241-fuime,34,j,,ibid.,,,,,y,j,1
24,abui1241-fuime,29,s,,ibid.,,,,,s,s,1
7,abui1241-fuime,28,d,,ibid.,,,,,d,d,1
3,abui1241-fuime,27,+,,n./a.,,,,,-,+,1
22,abui1241-fuime,16,p,,ibid.,,,,,p,p,1
28,abui1241-fuime,3,v,,w,,,,,w,v,1
13,abui1241-fuime,1,ɪ,,i,,,,,i,ɪ,1
33,abui1241-petle,5,aː,,aa,,,,,aa,aː,2
38,abui1241-petle,4,eː,,ee,,,,,ee,eː,2
59,abui1241-petle,3,uː,,uu,,,,,uu,uː,2
45,abui1241-petle,1,iː,,ii,,,,,ii,iː,2
53,abui1241-petle,1,oː,,oo,,,,,oo,oː,2
32,abui1241-petle,98,a,,ibid.,,,,,a,a,1
43,abui1241-petle,54,i,,i,,,,,i,i,1
48,abui1241-petle,44,l,,ibid.,,,,,l,l,1
47,abui1241-petle,33,k,,ibid.,,,,,k,k,1
51,abui1241-petle,27,ŋ,,ibid.,,,,,ng,ŋ,1
57,abui1241-petle,27,t,,ibid.,,,,,t,t,1
58,abui1241-petle,27,u,,u,,,,,u,u,1
36,abui1241-petle,25,e,,e,,,,,e,e,1
49,abui1241-petle,22,m,,ibid.,,,,,m,m,1
50,abui1241-petle,19,n,,ibid.,,,,,n,n,1
52,abui1241-petle,18,o,,o,,,,,o,o,1
31,abui1241-petle,17,_,, ,space,,,, ,_,1
46,abui1241-petle,14,j,,ibid.,,,,,y,j,1
40,abui1241-petle,12,f,,ibid.,,,,,f,f,1
34,abui1241-petle,11,b,,ibid.,,,,,b,b,1
55,abui1241-petle,10,r,,ibid.,,,,,r,r,1
42,abui1241-petle,9,h,,ibid.,,,,,h,h,1
56,abui1241-petle,7,s,,ibid.,,,,,s,s,1
54,abui1241-petle,6,p,,ibid.,,,,,p,p,1
61,abui1241-petle,5,w,,w,,,,,w,w,1
35,abui1241-petle,4,d,,ibid.,,,,,d,d,1
60,abui1241-petle,2,ʋ,,w,,,,,w,ʋ,1
37,abui1241-petle,1,ə,,e,,,,,e,ə,1
39,abui1241-petle,1,ɛ,,e,,,,,e,ɛ,1
44,abui1241-petle,1,ɪ,,i,,,,,i,ɪ,1
41,abui1241-petle,1,g,,ibid.,,,,,g,g,1
79,abui1241-takal,1,e̞̞ː,,ee,,,,,ee,e̞̞ː,4
77,abui1241-takal,53,e̞̞,,e,,,,,e,e̞̞,3
74,abui1241-takal,222,e̞,,e,,,,,e,e̞,2
68,abui1241-takal,68,aː,,aa,,,,,aa,aː,2
99,abui1241-takal,22,oː,,oo,,,,,oo,oː,2
107,abui1241-takal,13,uː,,uu,,,,,uu,uː,2
65,abui1241-takal,10,ã,,a,,,,,a,ã,2
89,abui1241-takal,5,iː,,ii,,,,,ii,iː,2
78,abui1241-takal,4,eː,,ee,,,,,ee,eː,2
105,abui1241-takal,2,tʰ,,t,,,,,t,tʰ,2
87,abui1241-takal,1,ɪ̈,,i,,,,,i,ɪ̈,2
88,abui1241-takal,1,ĩ,,i,,,,,i,ĩ,2
92,abui1241-takal,1,kʰ,,k,,,,,k,kʰ,2
64,abui1241-takal,815,a,,ibid.,,,,,a,a,1
85,abui1241-takal,335,i,,i,,,,,i,i,1
104,abui1241-takal,280,t,,ibid.,,,,,t,t,1
63,abui1241-takal,238,_,, ,space,,,, ,_,1
93,abui1241-takal,225,l,,ibid.,,,,,l,l,1
106,abui1241-takal,202,u,,u,,,,,u,u,1
91,abui1241-takal,160,k,,ibid.,,,,,k,k,1
84,abui1241-takal,152,h,,ibid.,,,,,h,h,1
95,abui1241-takal,152,n,,ibid.,,,,,n,n,1
97,abui1241-takal,149,ŋ,,ibid.,,,,,ng,ŋ,1
94,abui1241-takal,148,m,,ibid.,,,,,m,m,1
101,abui1241-takal,142,q,,q,,,,,q,q,1
102,abui1241-takal,116,r,,ibid.,,,,,r,r,1
71,abui1241-takal,112,ɔ,,ibid.,,,,,o,ɔ,1
90,abui1241-takal,109,j,,ibid.,,,,,y,j,1
69,abui1241-takal,91,b,,ibid.,,,,,b,b,1
82,abui1241-takal,69,f,,ibid.,,,,,f,f,1
72,abui1241-takal,62,d,,ibid.,,,,,d,d,1
100,abui1241-takal,55,p,,ibid.,,,,,p,p,1
103,abui1241-takal,43,s,,ibid.,,,,,s,s,1
109,abui1241-takal,38,w,,ibid.,,,,,w,w,1
98,abui1241-takal,32,o,,o,,,,,o,o,1
108,abui1241-takal,32,ʋ,,w,,,,,w,ʋ,1
86,abui1241-takal,12,ɪ,,i,,,,,i,ɪ,1
66,abui1241-takal,7,ɐ,,a,,,,,a,ɐ,1
110,abui1241-takal,4,ʔ,,ibid.,,,,,',ʔ,1
70,abui1241-takal,4,c,ɔ,o,,,,,o,c,1
73,abui1241-takal,3,e,,e,,,,,e,e,1
80,abui1241-takal,2,ɜ,,a,,,,,a,ɜ,1
81,abui1241-takal,2,ɞ,,a,,,,,a,ɞ,1
83,abui1241-takal,2,g,,ibid.,,,,,g,g,1
96,abui1241-takal,2,ɲ,,ny,,,,,ny,ɲ,1
75,abui1241-takal,1,ə,,e,,,,,e,ə,1
76,abui1241-takal,1,ɘ,,e,,,,,e,ɘ,1
67,abui1241-takal,1,ɑ,,ibid.,,,,,a,ɑ,1
111,abui1241-takal,1,θ,,t,,,,,t,θ,1
115,abui1241-ulaga,74,aː,,aa,,,,,aa,aː,2
139,abui1241-ulaga,51,oː,,oo,,,,,oo,oː,2
120,abui1241-ulaga,2,eː,,ee,,,,,ee,eː,2
128,abui1241-ulaga,2,iː,,ii,,,,,ii,iː,2
132,abui1241-ulaga,1,kʰ,,k,,,,,k,kʰ,2
146,abui1241-ulaga,1,uː,,uu,,,,,uu,uː,2
137,abui1241-ulaga,ɨ,ɲ,,n,,,,,n,ɲ,1
114,abui1241-ulaga,757,a,,ibid.,,,,,a,a,1
126,abui1241-ulaga,408,i,,i,,,,,i,i,1
119,abui1241-ulaga,293,e,,e,,,,,e,e,1
144,abui1241-ulaga,258,t,,ibid.,,,,,t,t,1
131,abui1241-ulaga,251,k,,ibid.,,,,,k,k,1
113,abui1241-ulaga,227,_,, ,space,,,, ,_,1
145,abui1241-ulaga,219,u,,u,,,,,u,u,1
133,abui1241-ulaga,210,l,,ibid.,,,,,l,l,1
135,abui1241-ulaga,176,n,,ibid.,,,,,n,n,1
136,abui1241-ulaga,159,ŋ,,ibid.,,,,,ng,ŋ,1
142,abui1241-ulaga,133,r,,ibid.,,,,,r,r,1
134,abui1241-ulaga,120,m,,ibid.,,,,,m,m,1
138,abui1241-ulaga,120,o,,o,,,,,o,o,1
124,abui1241-ulaga,87,ɣ,,g,,,,,g,ɣ,1
116,abui1241-ulaga,84,b,,ibid.,,,,,b,b,1
149,abui1241-ulaga,84,w,,ibid.,,,,,w,w,1
123,abui1241-ulaga,65,g,,ibid.,,,,,g,g,1
143,abui1241-ulaga,65,s,,ibid.,,,,,s,s,1
122,abui1241-ulaga,64,f,,ibid.,,,,,f,f,1
118,abui1241-ulaga,62,d,,ibid.,,,,,d,d,1
140,abui1241-ulaga,54,p,,ibid.,,,,,p,p,1
147,abui1241-ulaga,51,v,,f,,,,,f,v,1
130,abui1241-ulaga,42,ɟ,d͡ʒ,j,,,,,j,ɟ,1
127,abui1241-ulaga,15,ɪ,,i,,,,,i,ɪ,1
150,abui1241-ulaga,11,y,j,y,,,,,y,y,1
129,abui1241-ulaga,7,j,,ibid.,,,,,y,j,1
121,abui1241-ulaga,3,ɛ,,e,,,,,e,ɛ,1
141,abui1241-ulaga,3,q,,k,,,,,k,q,1
117,abui1241-ulaga,2,c,t͡ʃ,c,,,,,c,c,1
148,abui1241-ulaga,2,ʋ,,w,,,,,w,ʋ,1
125,abui1241-ulaga,1,h,,ibid.,,,,,h,h,1
151,abui1241-ulaga,1,ʔ,,ibid.,,,,,’,ʔ,1
190,adan1251-lawah,29,aː,,a,,,,,a,aː,2
200,adan1251-lawah,5,iː,,i,,,,,i,iː,2
214,adan1251-lawah,5,tʃ,,ibid.,,,,,c,tʃ,2
216,adan1251-lawah,5,uː,,u,,,,,u,uː,2
193,adan1251-lawah,1,dʒ,,ibid.,,,,,j,dʒ,2
209,adan1251-lawah,1,oː,,o,,,,,o,oː,2
189,adan1251-lawah,390,a,,ibid.,,,,,a,a,1
199,adan1251-lawah,250,i,,i,,,,,i,i,1
219,adan1251-lawah,201,ʔ,,ibid.,,,,,’,ʔ,1
203,adan1251-lawah,164,l,,ibid.,,,,,l,l,1
215,adan1251-lawah,162,u,,u,,,,,u,u,1
207,adan1251-lawah,147,o,,o,,,,,o,o,1
213,adan1251-lawah,127,t,,ibid.,,,,,t,t,1
195,adan1251-lawah,119,ɛ,,e,,,,,e,ɛ,1
206,adan1251-lawah,104,ŋ,,ibid.,,,,,ng,ŋ,1
205,adan1251-lawah,91,n,,ibid.,,,,,n,n,1
187,adan1251-lawah,88,_,, ,space,,,, ,_,1
218,adan1251-lawah,85,w,,ibid.,,,,,w,w,1
204,adan1251-lawah,79,m,,ibid.,,,,,m,m,1
191,adan1251-lawah,74,b,,ibid.,,,,,b,b,1
211,adan1251-lawah,71,r,,ibid.,,,,,r,r,1
198,adan1251-lawah,65,h,,ibid.,,,,,h,h,1
192,adan1251-lawah,61,d,,ibid.,,,,,d,d,1
210,adan1251-lawah,39,p,,ibid.,,,,,p,p,1
194,adan1251-lawah,26,e,,é,,,,,é,e,1
196,adan1251-lawah,20,f,,ibid.,,,,,f,f,1
212,adan1251-lawah,17,s,,ibid.,,,,,s,s,1
202,adan1251-lawah,14,k,,ibid.,,,,,k,k,1
201,adan1251-lawah,9,j,,ibid.,,,,,y,j,1
208,adan1251-lawah,8,ø,,ö,,,,,ö,ø,1
188,adan1251-lawah,2,+,,n./a.,,,,,n./a.,+,1
217,adan1251-lawah,2,v,,w,,,,,w,v,1
197,adan1251-lawah,1,g,,ibid.,,,,,g,g,1
225,adan1251-otvai,13,aː,,a,,,,,a,aː,2
232,adan1251-otvai,1,eː,,e,,,,,e,eː,2
238,adan1251-otvai,1,iː,,i,,,,,i,iː,2
253,adan1251-otvai,1,uː,,u,,,,,u,uː,2
223,adan1251-otvai,513,a,,ibid.,,,,,a,a,1
237,adan1251-otvai,260,i,,i,,,,,i,i,1
256,adan1251-otvai,201,ʔ,,ibid.,,,,,’,ʔ,1
242,adan1251-otvai,187,l,,ibid.,,,,,l,l,1
252,adan1251-otvai,173,u,,u,,,,,u,u,1
251,adan1251-otvai,164,t,,ibid.,,,,,t,t,1
246,adan1251-otvai,148,ŋ,,ibid.,,,,,ng,ŋ,1
231,adan1251-otvai,143,e,,e,,,,,e,e,1
249,adan1251-otvai,119,r,,ibid.,,,,,r,r,1
221,adan1251-otvai,116,_,, ,space,,,, ,_,1
247,adan1251-otvai,110,o,,o,,,,,o,o,1
244,adan1251-otvai,107,n,,ibid.,,,,,n,n,1
226,adan1251-otvai,101,b,,ibid.,,,,,b,b,1
234,adan1251-otvai,101,f,,ibid.,,,,,f,f,1
243,adan1251-otvai,99,m,,ibid.,,,,,m,m,1
236,adan1251-otvai,95,h,,ibid.,,,,,h,h,1
230,adan1251-otvai,76,d,,ibid.,,,,,d,d,1
229,adan1251-otvai,69,ɔ,,ibid.,,,,,n./a.,ɔ,1
248,adan1251-otvai,60,p,,ibid.,,,,,p,p,1
233,adan1251-otvai,52,ɛ,,è,,,,,è,ɛ,1
250,adan1251-otvai,39,s,,ibid.,,,,,s,s,1
241,adan1251-otvai,29,k,,ibid.,,,,,k,k,1
228,adan1251-otvai,9,c,t͡ʃ,c,,,,,c,c,1
255,adan1251-otvai,7,w,,w,,,,,w,w,1
235,adan1251-otvai,4,g,,ibid.,,,,,g,g,1
240,adan1251-otvai,4,ɟ,d͡ʒ,j,,,,,j,ɟ,1
245,adan1251-otvai,4,ɲ,,ny,,,,,ny,ɲ,1
227,adan1251-otvai,2,ɓ,,b,,,,,b,ɓ,1
224,adan1251-otvai,2,ɑ,,ibid.,,,,,n./a.,ɑ,1
222,adan1251-otvai,2,+,,n./a.,,,,,n./a.,+,1
254,adan1251-otvai,1,v,,f,,,,,f,v,1
239,adan1251-otvai,1,j,,i,,,,,i,j,1
285,alor1247-baran,5,ĩː,,ing,,,,,ing,ĩː,3
269,alor1247-baran,5,ɔ̃ː,,ong,,,,,ong,ɔ̃ː,3
276,alor1247-baran,2,ɛ̃ː,,eng,,,,,eng,ɛ̃ː,3
264,alor1247-baran,1,ãː,,ang,,,,,ang,ãː,3
301,alor1247-baran,10,rː,,r,,,,,r,rː,2
263,alor1247-baran,9,aː,,a,,,,,a,aː,2
287,alor1247-baran,9,kː,,k,,,,,k,kː,2
304,alor1247-baran,9,tː,,t,,,,,t,tː,2
281,alor1247-baran,8,hː,,h,,,,,h,hː,2
272,alor1247-baran,7,dʒ,,ibid.,,,,,j,dʒ,2
268,alor1247-baran,6,ɔː,,o,,,,,o,ɔː,2
283,alor1247-baran,5,ĩ,,ing,,,,,ing,ĩ,2
291,alor1247-baran,4,mː,,m,,,,,m,mː,2
293,alor1247-baran,4,nː,,n,,,,,n,nː,2
261,alor1247-baran,3,ã,,ang,,,,,ang,ã,2
274,alor1247-baran,3,eː,,e,,,,,e,eː,2
284,alor1247-baran,3,iː,,i,,,,,i,iː,2
289,alor1247-baran,3,lː,,l,,,,,l,lː,2
266,alor1247-baran,2,bː,,b,,,,,b,bː,2
278,alor1247-baran,2,fː,,f,,,,,f,fː,2
297,alor1247-baran,2,oː,,o,,,,,o,oː,2
306,alor1247-baran,2,ũ,,ung,,,,,ung,ũ,2
271,alor1247-baran,1,dː,,d,,,,,d,dː,2
295,alor1247-baran,1,ŋː,,ng,,,,,ng,ŋː,2
299,alor1247-baran,1,pː,,p,,,,,p,pː,2
307,alor1247-baran,1,uː,,u,,,,,u,uː,2
260,alor1247-baran,236,a,,ibid.,,,,,a,a,1
305,alor1247-baran,91,u,,u,,,,,u,u,1
288,alor1247-baran,74,l,,ibid.,,,,,l,l,1
286,alor1247-baran,72,k,,ibid.,,,,,k,k,1
282,alor1247-baran,70,i,,i,,,,,i,i,1
294,alor1247-baran,68,ŋ,,ibid.,,,,,ng,ŋ,1
303,alor1247-baran,56,t,,ibid.,,,,,t,t,1
275,alor1247-baran,53,ɛ,,e,,,,,e,ɛ,1
267,alor1247-baran,52,ɔ,,ibid.,,,,,n./a.,ɔ,1
290,alor1247-baran,40,m,,ibid.,,,,,m,m,1
292,alor1247-baran,39,n,,ibid.,,,,,n,n,1
300,alor1247-baran,32,r,,ibid.,,,,,r,r,1
265,alor1247-baran,31,b,,ibid.,,,,,b,b,1
298,alor1247-baran,31,p,,ibid.,,,,,p,p,1
258,alor1247-baran,25,_,, ,space,,,, ,_,1
277,alor1247-baran,23,f,,ibid.,,,,,f,f,1
309,alor1247-baran,23,ʔ,,ibid.,,,,,’,ʔ,1
273,alor1247-baran,21,e,,e,,,,,e,e,1
280,alor1247-baran,21,h,,ibid.,,,,,h,h,1
